id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,aesthetic appeal,chocolate,nuts,oats,raisins,peanut_butter,butter type_melted
4223,0.57,2.3,1060,5.0,12.0,0.99605,8.36,0.55,11.4,6,15.0,1.81,3,0,0,0,1,0,0
4224,0.24,6.0,440,11.0,77.0,0.9956,8.21,0.56,9.7,7,14.2,1.08,3,1,1,0,0,0,1
4225,0.18,1.9,800,13.0,35.0,0.9972,8.3,0.59,9.0,6,16.2,1.53,3,0,1,0,1,0,0
4226,0.3,9.3,500,35.0,154.0,0.99581,8.21,0.5,10.4,8,14.6,1.27,3,1,0,0,0,0,1
4227,0.41,2.2,500,24.0,108.0,0.994,7.85,0.45,9.5,7,16.6,1.02,3,1,0,0,0,0,1
4228,0.4,5.7,520,56.0,152.0,0.99398,8.16,0.88,10.5,8,12.0,1.55,3,1,0,0,0,0,1
4229,0.16,1.4,420,44.0,99.0,0.98912,8.23,0.37,12.2,8,11.6,1.31,3,1,0,0,0,0,1
4230,0.29,1.2,450,69.0,152.0,0.99178,8.76,0.63,11.0,9,10.8,1.39,3,1,0,0,0,0,1
4231,0.17,2.3,720,11.0,73.0,0.9963,8.2,0.45,9.3,5,16.4,1.75,3,1,1,1,0,0,0
4232,0.38,2.3,600,19.0,72.0,0.99543,8.39,0.72,11.8,6,17.6,1.41,3,0,0,0,1,0,0
4233,0.33,14.6,430,47.0,168.0,0.9994,8.34,0.67,8.8,8,14.0,1.87,3,1,0,0,0,0,1
4234,0.28,10.4,490,57.0,205.0,0.99748,8.24,0.45,9.3,7,15.2,1.4,3,1,1,0,0,0,1
4235,0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,14.8,1.71,3,1,0,1,0,0,1
4236,0.74,1.6,350,21.0,126.0,0.9933,8.26,0.45,10.2,8,15.0,1.58,3,1,0,1,0,0,1
4237,0.66,10.8,510,77.0,194.0,0.9976,8.05,0.46,8.7,7,14.8,1.06,3,1,1,0,0,0,1
4238,0.66,2.4,1230,3.0,8.0,0.99642,8.2,0.53,11.9,6,22.6,1.74,3,0,0,0,1,0,0
4239,0.24,9.8,540,59.0,140.0,0.99545,8.17,0.39,10.2,8,11.2,1.83,3,1,0,0,0,0,1
4240,0.28,1.8,410,43.0,188.0,0.9928,8.13,0.37,9.6,8,13.0,1.16,3,0,0,0,1,0,1
4241,0.34,1.9,360,4.0,117.0,0.99032,8.4,0.44,12.2,7,12.4,1.05,3,1,0,0,0,0,1
4242,0.46,10.2,550,58.0,135.0,0.9968,8.14,0.43,9.9,8,15.2,1.49,3,1,0,1,0,0,1
4243,0.53,1.7,400,41.0,192.0,0.9922,8.26,0.59,10.4,9,13.0,1.94,3,1,0,0,0,0,1
4244,0.35,1.6,470,43.0,154.0,0.9934,8.36,0.69,11.1,8,15.2,1.44,3,1,0,1,0,0,1
4245,0.52,1.8,1320,17.0,44.0,0.99734,8.28,0.77,11.5,6,21.8,1.58,3,0,0,0,1,0,0
4246,0.36,1.8,290,93.0,161.0,0.98999,8.65,0.89,12.0,9,8.4,1.34,3,1,0,1,0,0,1
4247,0.49,13.6,420,58.0,166.0,0.99855,8.1,0.54,9.4,7,16.4,1.86,3,0,0,0,1,0,1
4248,0.44,15.8,570,39.0,167.0,0.99804,8.14,0.51,9.2,7,12.4,1.16,3,1,0,0,0,0,1
4249,0.34,1.3,560,34.0,176.0,0.99434,8.1,0.51,9.5,7,15.2,1.62,3,1,0,0,0,0,1
4250,0.21,6.0,500,26.0,134.0,0.9939,8.08,0.54,9.8,8,12.0,1.06,3,1,0,1,0,0,1
4251,0.28,12.2,490,54.0,133.0,0.9952,8.19,0.37,10.7,8,12.4,1.06,3,1,0,0,0,0,1
4252,0.12,4.5,500,23.0,86.0,0.99398,7.86,0.35,9.0,7,14.0,1.28,3,1,1,0,0,0,1
4253,0.55,2.1,620,5.0,14.0,0.9971,8.26,0.79,10.6,5,19.8,1.12,3,0,0,0,1,0,0
4254,0.31,2.1,690,13.0,74.0,0.9958,8.26,0.54,9.9,6,15.2,1.13,3,1,1,0,0,0,0
4255,0.33,1.2,510,29.0,122.0,0.99048,8.37,0.66,11.3,8,10.8,1.92,3,1,0,0,0,0,1
4256,0.13,2.4,560,14.0,28.0,0.99362,8.62,0.67,12.4,6,11.8,1.49,3,0,0,0,1,0,0
4257,0.26,2.5,970,7.0,31.0,0.9976,8.27,0.6,9.3,6,17.4,1.13,3,0,1,0,1,0,0
4258,0.44,1.4,450,21.0,98.0,0.9924,8.15,0.46,10.0,9,14.6,1.76,3,1,0,0,0,0,1
4259,0.33,1.0,430,46.0,110.0,0.99118,8.04,0.65,10.8,8,14.0,1.49,3,1,0,0,0,0,1
4260,0.35,1.8,420,26.0,105.0,0.98962,8.19,0.75,12.4,9,13.2,1.83,3,1,0,1,0,0,1
4261,0.28,12.0,560,68.0,143.0,0.9983,7.99,0.3,9.2,8,15.2,1.16,3,1,0,0,0,0,1
4262,0.28,4.4,320,19.0,78.0,0.99036,8.11,0.62,12.9,8,13.2,1.46,3,1,1,1,0,0,1
4263,0.22,4.8,520,49.0,142.0,0.9946,8.14,0.62,9.2,7,13.0,1.41,3,1,1,0,0,0,1
4264,0.32,16.2,440,31.0,170.0,0.99644,8.17,0.37,11.2,7,14.2,1.16,3,1,0,0,0,0,1
4265,0.76,1.8,6110,8.0,45.0,0.9968,8.06,1.26,9.4,5,15.4,1.02,3,1,1,0,0,0,0
4266,0.34,12.85,480,30.0,161.0,0.9986,8.44,0.47,9.5,8,13.4,1.6,3,1,0,0,0,0,1
4267,0.26,3.3,380,40.0,153.0,0.9911,8.34,0.55,11.3,8,11.6,1.26,3,0,0,0,1,0,1
4268,0.28,7.2,600,41.0,132.0,0.9935,8.08,0.59,11.3,8,14.4,1.78,3,1,0,0,0,0,1
4269,0.28,7.5,400,70.0,230.0,0.99558,8.14,0.55,9.8,8,16.2,1.86,3,0,0,0,1,0,1
4270,0.54,12.9,490,62.0,162.5,0.9984,8.06,0.45,9.1,8,14.6,1.36,3,1,0,0,0,0,1
4271,0.13,2.3,760,29.0,40.0,0.99574,8.42,0.75,11.0,6,12.6,1.19,3,0,1,0,1,0,0
4272,0.54,2.1,1140,3.0,9.0,0.99719,8.33,0.57,10.3,4,14.4,1.53,3,0,1,0,1,0,0
4273,0.17,1.8,820,27.0,51.0,0.99634,8.49,0.64,10.4,5,14.2,1.98,3,1,1,0,0,0,0
4274,0.31,6.7,380,29.0,132.0,0.9945,8.1,0.32,10.6,9,16.8,1.08,3,1,0,1,0,0,1
4275,0.42,8.2,440,60.0,196.0,0.99562,8.14,0.48,9.4,7,13.2,1.76,3,1,0,0,0,0,1
4276,0.33,1.8,340,48.0,136.0,0.9899,8.25,0.41,12.6,9,13.8,1.1,3,1,0,0,0,0,1
4277,0.1,2.1,480,4.0,11.0,0.99448,8.44,0.76,10.8,6,12.4,1.25,3,0,1,0,1,0,0
4278,0.47,5.45,140,44.0,137.0,0.98984,8.13,0.32,13.0,10,13.0,1.69,3,1,1,0,0,0,1
4279,0.22,7.9,530,45.0,149.0,0.99545,8.23,0.52,9.3,7,12.4,1.77,3,1,0,0,0,0,1
4280,0.32,1.1,360,74.0,184.0,0.99096,8.22,0.41,11.0,8,12.4,1.32,3,1,0,1,0,0,1
4281,0.38,3.2,310,20.0,89.0,0.98956,8.06,0.33,12.0,9,12.4,1.23,3,0,0,0,1,0,1
4282,0.35,1.3,430,21.0,182.0,0.9927,8.25,0.62,10.8,8,13.8,1.84,3,1,0,1,0,0,1
4283,0.39,7.6,400,45.0,215.0,0.9965,8.11,0.53,9.2,8,15.2,1.5,3,0,0,0,1,0,1
4284,0.15,2.1,760,22.0,53.0,0.9957,8.32,0.62,9.3,5,13.2,1.61,3,1,1,0,0,0,0
4285,0.32,15.6,540,62.0,227.0,0.99734,8.25,0.56,10.4,7,13.2,1.21,3,0,0,0,1,0,1
4286,0.3,1.1,330,20.0,57.0,0.99109,8.02,0.51,11.0,8,16.6,1.28,3,1,0,1,0,0,1
4287,0.4,1.3,380,22.0,101.0,0.9901,8.03,0.39,11.4,8,13.8,1.4,3,1,0,0,0,0,1
4288,0.31,2.8,930,19.0,98.0,0.99815,8.32,0.63,9.5,6,18.0,1.93,3,1,1,0,0,0,0
4289,0.49,1.1,380,28.0,99.0,0.9928,8.2,0.72,10.6,8,14.6,1.4,3,1,0,1,0,0,1
4290,0.48,12.6,520,57.0,222.0,0.9979,8.17,0.52,9.3,8,12.6,1.99,3,1,1,1,0,0,1
4291,0.29,9.9,370,40.0,146.0,0.99326,8.11,0.37,11.5,8,13.6,1.26,3,0,0,0,1,0,1
4292,0.4,14.0,500,64.0,227.0,0.9979,8.18,0.58,9.6,8,13.8,1.15,3,1,0,0,0,0,1
4293,0.35,1.5,370,37.0,107.0,0.99006,8.18,0.68,12.0,9,13.2,1.92,3,1,0,1,0,0,1
4294,0.33,1.1,420,14.0,64.0,0.99012,8.1,0.37,11.8,9,14.6,1.26,3,1,0,1,0,0,1
4295,0.36,1.6,280,7.0,46.0,0.99175,8.21,0.6,10.9,8,13.6,1.39,3,1,0,0,0,0,1
4296,0.32,8.5,440,36.0,152.0,0.9932,8.38,0.35,12.0,9,13.8,1.75,3,0,0,0,1,0,1
4297,0.56,1.7,1560,49.0,106.0,0.99354,8.1,0.37,9.2,8,12.8,1.39,3,1,0,0,0,0,1
4298,0.0,1.9,1000,6.0,12.0,0.99521,8.36,0.59,11.0,5,15.2,1.94,3,0,1,1,0,0,0
4299,0.22,7.9,530,45.0,149.0,0.99545,8.23,0.52,9.3,7,12.4,1.28,3,1,0,0,0,0,1
4300,0.38,14.8,540,32.0,126.0,1.0002,8.22,0.5,9.7,7,16.6,1.91,3,1,0,0,0,0,1
4301,0.36,1.9,640,53.0,77.0,0.99604,8.47,0.87,11.0,7,17.2,1.73,3,1,0,0,0,0,0
4302,0.4,2.3,370,18.0,102.0,0.9923,8.49,0.42,11.4,9,13.6,1.1,3,1,0,1,0,0,1
4303,0.28,9.4,560,29.0,183.0,0.99594,8.17,0.43,9.4,7,13.8,1.25,3,1,1,0,0,0,1
4304,0.23,3.4,780,14.0,104.0,0.9976,8.28,0.62,9.4,5,16.4,1.31,3,0,1,0,1,0,0
4305,0.31,19.25,430,38.0,167.0,0.99954,7.93,0.52,9.1,9,13.8,1.64,3,1,0,1,0,0,1
4306,0.42,1.8,310,30.0,93.0,0.9917,8.09,0.39,11.4,7,16.4,1.58,3,1,0,0,0,0,1
4307,0.42,18.05,500,35.0,144.0,0.9999,8.22,0.42,8.8,7,14.0,1.31,3,1,0,0,0,0,1
4308,0.13,1.3,370,45.0,156.0,0.99184,8.26,0.38,10.7,7,11.0,1.14,3,0,0,0,1,0,1
4309,0.34,7.7,440,63.0,212.0,0.99526,8.22,0.48,9.7,8,13.2,1.34,3,0,0,0,1,0,1
4310,0.26,8.15,350,14.0,88.0,0.99031,8.06,0.27,13.0,9,12.2,1.23,3,0,0,0,1,0,1
4311,0.29,8.9,500,24.0,90.0,0.99556,8.29,0.46,9.8,8,14.0,1.99,3,1,0,0,0,0,1
4312,0.32,2.2,810,32.0,79.0,0.9964,8.3,0.72,11.0,6,16.8,1.95,3,0,0,0,1,0,0
4313,0.16,4.2,290,37.0,100.0,0.9905,8.3,0.36,11.8,10,10.6,1.52,3,0,0,0,1,0,1
4314,0.45,10.4,600,22.0,184.0,0.99711,8.31,0.56,9.8,8,12.4,1.1,3,0,0,0,1,0,1
4315,0.3,1.9,250,14.0,153.0,0.9928,8.29,0.62,10.5,8,13.2,1.17,3,1,0,0,0,0,1
4316,0.28,7.5,400,70.0,230.0,0.99558,8.14,0.55,9.8,8,16.2,1.27,3,0,0,0,1,0,1
4317,0.22,16.65,440,39.0,110.0,0.99855,8.24,0.48,9.0,8,11.4,1.61,3,1,0,0,0,0,1
4318,0.26,4.5,530,17.0,126.0,0.9943,8.24,0.46,9.1,7,12.0,1.72,3,0,1,0,1,0,1
4319,0.15,4.6,440,25.0,78.0,0.9931,8.11,0.38,10.2,8,13.2,1.97,3,0,0,0,1,0,1
4320,0.28,2.5,280,22.0,98.0,0.99072,8.16,0.37,11.1,9,12.2,1.52,3,1,0,1,0,0,1
4321,0.39,1.5,530,26.0,106.0,0.99166,8.18,0.47,11.1,8,14.4,1.85,3,1,0,0,0,0,1
4322,0.31,12.4,590,52.0,181.0,0.9984,8.51,0.47,9.8,8,13.2,1.85,3,1,0,0,0,0,1
4323,0.31,1.1,410,49.0,123.0,0.9914,7.99,0.45,11.1,8,16.2,1.88,3,0,0,0,1,0,1
4324,0.36,11.0,520,53.0,247.0,0.9984,8.44,0.55,9.3,8,13.0,1.02,3,0,0,0,1,0,1
4325,0.36,1.5,330,14.0,122.0,0.9941,8.2,0.39,10.3,6,16.0,1.54,3,1,0,1,0,0,1
4326,0.21,2.4,860,24.0,69.0,0.99556,8.4,0.53,10.1,6,14.0,1.44,3,0,0,0,1,0,0
4327,0.3,0.8,430,33.0,144.0,0.9936,8.42,0.39,9.1,8,13.0,1.28,3,1,0,1,0,0,1
4328,0.42,15.1,330,28.0,124.0,0.99684,7.87,0.47,9.5,7,12.2,1.77,3,1,0,1,0,0,1
4329,0.32,1.6,290,41.0,102.0,0.98916,8.41,0.55,12.7,9,11.8,1.77,3,0,0,0,1,0,1
4330,0.33,3.95,470,16.0,81.0,0.98988,8.23,0.53,13.4,9,13.6,1.1,3,1,1,0,0,0,1
4331,0.31,2.7,270,11.0,100.0,0.98964,8.46,0.4,13.2,9,11.2,1.12,3,1,0,1,0,0,1
4333,0.3,3.4,790,7.0,34.0,0.99788,8.36,0.61,10.5,5,16.6,1.81,3,1,1,0,0,0,0
4334,0.17,1.8,820,27.0,51.0,0.99634,8.49,0.64,10.4,5,14.2,1.12,3,1,1,0,0,0,0
4335,0.41,5.0,430,50.0,188.0,0.99318,8.23,0.64,10.8,8,12.4,1.38,3,1,0,0,0,0,1
4336,0.21,9.5,700,33.0,172.0,0.9971,8.0,0.55,9.1,8,14.4,1.39,3,1,1,1,0,0,1
4337,0.49,14.0,340,37.0,156.0,0.9958,8.14,0.38,11.8,9,15.2,1.62,3,0,1,0,1,0,1
4338,0.24,2.0,670,28.0,48.0,0.99576,8.43,0.54,10.0,4,14.6,1.09,3,0,0,0,1,0,0
4339,0.61,12.0,460,64.0,179.0,0.9982,8.07,0.46,8.9,7,15.4,1.9,3,1,0,0,0,0,1
4340,0.34,2.1,490,12.0,136.0,0.9922,8.25,0.46,11.6,9,14.0,1.14,3,1,0,0,0,0,1
4341,0.33,9.7,360,46.0,172.0,0.9966,8.08,0.4,10.2,7,17.6,1.17,3,0,0,0,1,0,1
4342,0.22,4.0,380,17.0,98.0,0.99018,8.25,0.53,13.0,9,13.2,1.5,3,0,0,0,1,0,1
4343,0.27,5.2,600,14.0,169.0,0.99252,8.27,0.57,11.6,8,13.6,1.74,3,0,0,0,1,0,1
4344,0.33,2.5,680,34.0,102.0,0.99414,8.27,0.78,12.8,6,14.4,1.05,3,1,1,1,0,0,0
4345,0.58,3.0,1030,28.0,99.0,1.0008,8.16,1.0,11.5,6,24.8,1.79,3,1,1,0,0,0,0
4346,0.4,2.6,730,10.0,26.0,0.9984,8.34,0.75,10.2,6,18.6,1.24,3,0,0,0,1,0,0
4347,0.7,13.1,420,29.0,197.0,0.998,8.06,0.64,9.7,7,16.8,1.67,3,1,1,0,0,0,1
4348,0.28,3.0,540,33.0,99.0,0.9924,8.16,0.4,10.8,8,13.8,1.75,3,1,0,1,0,0,1
4349,0.56,8.2,440,37.0,181.0,0.998,7.87,0.68,9.5,8,21.4,1.0,3,1,0,0,0,0,1
4350,0.42,1.1,430,63.0,146.0,0.99066,8.13,0.72,11.2,9,12.6,1.77,3,1,0,1,0,0,1
4351,0.07,1.5,330,55.0,144.0,0.99208,8.16,0.42,10.0,7,13.2,1.46,3,0,0,0,1,0,1
4352,0.3,10.0,460,49.0,212.0,0.9962,8.74,0.55,11.9,8,12.6,1.68,3,0,0,0,1,0,1
4353,0.3,1.3,360,7.0,49.0,0.99242,7.99,0.73,10.3,7,16.2,1.09,3,1,0,0,0,0,1
4354,0.41,1.1,480,35.0,150.0,0.99168,8.09,0.47,11.2,7,16.0,1.81,3,1,0,0,0,0,1
4355,0.25,1.2,330,36.0,111.0,0.98918,8.16,0.37,12.4,8,13.2,1.96,3,1,0,0,0,0,1
4356,0.28,1.9,770,11.0,40.0,0.9978,8.39,0.61,10.0,6,16.6,1.31,3,0,1,0,1,0,0
4357,0.0,4.3,930,51.0,77.5,0.99558,8.2,0.45,9.5,5,13.2,1.15,3,1,1,1,0,0,0
4358,0.26,3.6,370,18.0,115.0,0.9904,8.42,0.5,12.6,8,11.2,1.66,3,1,0,0,0,0,1
4359,0.34,4.0,310,40.0,99.0,0.9896,8.39,0.39,12.8,9,11.6,1.26,3,1,0,0,0,0,1
4360,0.27,1.9,480,40.0,170.0,0.9938,8.64,0.54,10.0,9,12.0,1.52,3,1,0,0,0,0,1
4361,0.28,0.9,230,49.0,87.0,0.99062,7.92,0.36,11.1,8,16.2,1.59,3,1,0,0,0,0,1
4362,0.49,9.3,380,52.0,163.0,0.9952,8.02,0.33,10.6,8,16.4,1.54,3,1,0,0,0,0,1
4363,0.49,13.3,450,53.0,243.0,0.9982,8.14,0.48,8.5,8,12.8,1.07,3,0,0,0,1,0,1
4364,0.29,2.3,860,5.0,14.0,0.99502,8.32,0.62,11.5,6,15.2,1.82,3,0,1,0,1,0,0
4365,0.28,2.2,400,24.0,125.0,0.9917,8.19,0.48,10.5,8,12.4,1.63,3,1,0,0,0,0,1
4366,0.36,5.1,310,46.0,145.0,0.9897,8.14,0.31,12.4,9,10.4,1.63,3,0,0,0,1,0,1
4367,0.33,1.0,310,33.0,93.0,0.99094,8.06,0.68,11.2,8,15.2,1.68,3,1,0,1,0,0,1
4368,0.32,7.1,440,17.0,117.0,0.9962,8.32,0.41,10.4,6,14.8,1.04,3,1,1,0,0,0,1
4369,0.24,3.4,760,16.0,112.0,0.9976,8.27,0.61,9.4,5,16.6,1.11,3,0,1,0,1,0,0
4370,0.34,7.5,360,39.0,124.0,0.99123,7.99,0.32,12.4,10,13.4,1.9,3,0,0,0,1,0,1
4371,0.29,11.9,520,51.0,149.0,0.99544,8.02,0.58,10.4,8,13.6,1.34,3,1,0,0,0,0,1
4372,0.49,1.3,310,8.0,97.0,0.9918,8.06,0.62,11.1,7,15.0,1.56,3,1,0,0,0,0,1
4373,0.27,11.0,420,45.0,148.0,0.99786,8.14,0.46,8.7,7,12.8,1.25,3,1,0,0,0,0,1
4374,0.29,1.1,460,34.0,84.0,0.9902,8.04,0.39,11.45,8,15.0,1.59,3,1,0,0,0,0,1
4375,0.1,1.5,660,27.0,55.0,0.99655,8.39,0.51,9.3,5,15.2,1.21,3,1,1,1,0,0,0
4376,0.3,2.4,380,30.0,83.0,0.98867,8.09,0.36,12.8,9,13.4,1.88,3,0,0,0,1,0,1
4377,0.3,9.6,570,50.0,185.0,0.9978,8.39,0.38,9.6,8,13.8,1.95,3,1,0,1,0,0,1
4378,0.23,7.3,690,31.0,157.0,0.9962,8.25,0.53,9.1,7,12.8,1.17,3,1,0,0,0,0,1
4379,0.3,1.6,450,36.0,139.0,0.99534,8.11,0.49,9.3,7,18.8,1.92,3,1,0,0,0,0,1
4380,0.25,12.0,570,48.0,224.0,0.9981,8.23,0.41,9.0,8,11.8,1.76,3,1,0,0,0,0,1
4381,0.39,2.1,360,30.0,124.0,0.9908,8.28,0.43,12.2,10,14.2,1.04,3,1,0,0,0,0,1
4382,0.49,15.55,580,50.0,134.0,0.9998,8.42,0.36,9.1,9,14.6,1.36,3,1,0,1,0,0,1
4383,0.42,1.2,450,24.0,126.0,0.99234,8.09,0.87,10.9,8,13.6,1.84,3,1,0,0,0,0,1
4384,0.43,10.9,450,53.0,154.0,0.99752,8.52,0.77,10.4,8,13.2,1.63,3,1,0,1,0,0,1
4385,0.09,1.6,190,18.0,68.0,0.9906,8.33,0.51,11.4,9,11.0,1.55,3,1,1,0,0,0,1
4386,0.28,12.8,380,29.0,132.0,0.99426,8.31,0.57,11.8,9,11.8,1.39,3,1,0,0,0,0,1
4387,0.34,5.7,350,32.0,83.0,0.9928,8.19,0.46,11.5,8,14.0,1.15,3,1,0,0,0,0,1
4388,0.61,11.8,410,66.0,188.0,0.99794,8.0,0.54,9.3,7,15.4,1.73,3,0,0,0,1,0,1
4389,0.4,9.85,550,41.0,103.0,0.99532,7.98,0.56,10.5,8,13.6,1.34,3,1,0,1,0,0,1
4390,0.56,15.4,530,32.0,141.0,0.9981,8.11,0.49,9.3,7,13.2,1.02,3,1,0,0,0,0,1
4391,0.0,2.5,1050,22.0,37.0,0.9966,8.46,0.57,10.6,6,13.8,1.36,3,1,1,1,0,0,0
4392,0.49,11.4,350,57.0,137.0,0.99732,8.08,0.54,8.9,8,13.2,1.87,3,1,0,0,0,0,1
4393,0.3,2.1,470,17.0,138.0,0.995,8.22,0.71,10.8,6,16.4,1.23,3,1,1,1,0,0,1
4394,0.6,2.6,810,31.0,72.0,0.9996,8.1,0.73,10.5,5,25.0,1.93,3,0,0,0,1,0,0
4395,0.36,2.05,500,31.0,100.0,0.992,8.19,0.44,10.8,8,14.8,1.56,3,1,0,0,0,0,1
4396,0.0,1.6,630,36.0,87.0,0.9914,8.27,0.67,10.8,8,12.2,1.98,3,1,1,0,0,0,1
4397,0.34,5.6,460,30.0,140.0,0.99299,8.22,0.38,11.0,7,13.2,1.7,3,1,0,0,0,0,1
4398,0.28,9.0,460,22.0,121.0,0.99468,8.1,0.55,10.8,7,14.8,1.14,3,1,0,0,0,0,1
4399,0.36,1.8,500,16.0,84.0,0.9936,8.15,0.45,9.8,9,16.0,1.12,3,1,0,1,0,0,1
4400,0.21,1.6,460,35.0,133.0,0.99466,8.38,0.46,10.0,8,14.6,1.34,3,1,0,0,0,0,1
4401,0.0,1.2,410,16.0,46.0,0.99258,9.01,0.59,12.5,6,10.8,1.32,3,0,1,1,0,0,0
4402,0.69,2.8,950,17.0,35.0,0.9994,8.1,0.61,10.8,6,23.8,1.0,3,0,0,0,1,0,0
4403,0.34,7.4,590,36.0,174.0,0.9963,8.46,0.62,11.1,9,13.8,1.46,3,0,0,0,1,0,1
4404,0.29,1.4,420,34.0,101.0,0.99384,8.54,0.6,10.5,9,14.8,1.5,3,1,0,1,0,0,1
4406,0.35,16.5,400,60.0,171.0,0.999,8.16,0.59,9.1,8,14.2,1.64,3,1,0,0,0,0,1
4407,0.33,2.5,260,31.0,85.0,0.99014,8.13,0.5,11.3,9,12.0,1.23,3,1,0,0,0,0,1
4408,0.2,2.4,270,27.0,117.0,0.98886,8.56,0.45,13.0,9,10.4,1.85,3,0,0,0,1,0,1
4409,0.4,1.1,420,9.0,60.0,0.9915,7.89,0.5,10.6,7,15.4,1.67,3,1,0,0,0,0,1
4410,0.5,4.3,460,29.0,80.0,0.9902,8.49,0.66,13.6,6,10.0,1.98,3,1,1,0,0,0,0
4411,0.28,12.4,510,86.0,213.0,0.9962,8.16,0.51,9.9,8,13.0,1.1,3,0,0,0,1,0,1
4412,0.27,1.6,620,17.0,140.0,0.99138,8.23,0.35,11.1,8,11.6,1.32,3,1,0,0,0,0,1
4413,0.35,5.9,400,82.5,260.0,0.9941,8.12,0.66,10.1,7,12.6,1.45,3,0,0,0,1,0,1
4414,0.27,11.75,300,34.0,118.0,0.9954,8.07,0.5,9.4,8,9.8,1.75,3,1,0,0,0,0,1
4415,0.33,1.0,270,23.0,75.0,0.9908,8.3,0.39,11.4,9,13.0,1.51,3,1,0,1,0,0,1
4416,0.62,10.8,410,70.0,189.0,0.9976,8.08,0.49,8.6,6,14.4,1.35,3,1,1,0,0,0,1
4417,0.29,13.7,350,53.0,134.0,0.99567,8.17,0.38,10.6,8,12.6,1.11,3,1,0,0,0,0,1
4418,0.47,2.2,740,9.0,23.0,0.99638,8.23,0.76,12.0,6,21.0,1.2,3,0,0,0,1,0,0
4419,0.49,3.8,370,46.0,139.0,0.99116,8.04,0.38,11.6,8,15.4,1.23,3,1,0,0,0,0,1
4420,0.18,1.5,280,20.0,111.0,0.99228,8.41,0.5,10.0,7,12.4,1.79,3,1,0,0,0,0,1
4421,0.14,3.9,700,27.0,73.0,0.99669,8.32,0.48,9.2,5,12.8,1.78,3,0,1,0,1,0,0
4422,0.0,2.35,710,21.0,47.0,0.99632,8.29,0.45,9.4,5,14.2,1.2,3,0,1,1,0,0,0
4423,0.04,1.5,850,19.0,49.0,0.9958,8.35,0.78,9.5,5,13.8,1.29,3,0,1,0,1,0,0
4424,0.49,11.7,350,40.0,131.0,0.9958,8.14,0.34,10.8,7,16.0,1.81,3,1,0,0,0,0,1
4425,0.29,6.0,300,29.0,144.0,0.99474,8.68,0.46,10.7,8,12.2,1.29,3,1,0,1,0,0,1
4426,0.37,14.3,630,48.0,191.0,0.9978,7.89,0.38,9.0,8,14.6,1.45,3,1,0,0,0,0,1
4427,0.25,12.9,540,34.0,189.0,0.9979,8.25,0.43,9.0,6,12.2,1.34,3,1,0,0,0,0,1
4428,0.2,14.9,600,37.0,162.0,0.9983,8.13,0.45,9.0,6,12.8,1.39,3,0,0,0,1,0,1
4430,0.29,5.6,460,35.0,178.0,0.99313,8.25,0.51,10.5333,7,12.4,1.77,3,1,0,0,0,0,1
4431,0.0,1.7,810,3.0,12.0,0.9964,8.53,0.49,10.9,5,16.4,1.89,3,0,0,0,0,0,0
4432,0.34,2.7,470,64.5,218.5,0.9934,8.3,0.58,9.7,8,13.6,1.0,3,1,0,0,0,0,1
4433,0.31,11.8,390,96.0,249.0,0.9976,8.07,0.52,9.5,8,16.4,1.61,3,1,0,1,0,0,1
4434,0.36,8.8,260,50.0,151.0,0.9927,8.07,0.25,12.7,10,16.0,1.44,3,1,1,0,0,0,1
4435,0.37,1.5,600,18.0,75.0,0.9936,8.54,0.88,10.7,7,15.0,1.37,3,1,0,1,0,0,1
4436,0.17,3.0,770,5.0,13.0,0.9976,8.29,0.55,10.4,5,18.0,1.22,3,1,1,1,0,0,0
4437,0.18,15.0,400,21.0,116.0,0.99736,8.14,0.5,9.2,7,12.8,1.35,3,1,0,0,0,0,1
4438,0.39,1.9,360,41.0,98.0,0.99,8.19,0.43,11.9,9,13.0,1.91,3,1,0,0,0,0,1
4439,0.26,6.8,490,22.0,93.0,0.9928,8.15,0.42,11.0,8,12.0,1.66,3,1,0,0,0,0,1
4440,0.28,15.2,460,6.0,41.0,0.99665,8.17,0.39,10.9,8,14.4,1.15,3,1,0,0,0,0,1
4441,0.31,7.4,530,32.0,211.0,0.99587,8.31,0.59,10.4,8,14.2,1.74,3,1,0,0,0,0,1
4442,0.49,2.9,300,28.0,122.0,0.98926,8.13,0.4,13.0,8,13.4,1.06,3,1,1,0,0,0,1
4443,0.03,2.1,920,10.0,19.0,0.9966,8.39,0.47,9.6,5,14.6,1.67,3,1,0,0,0,1,0
4444,0.49,7.7,450,48.0,195.0,0.9954,8.04,0.55,11.0,8,15.8,1.39,3,1,0,0,0,0,1
4445,0.32,6.3,480,47.0,159.0,0.99282,8.21,0.6,11.0,8,12.4,1.68,3,1,0,0,0,0,1
4446,0.32,11.3,380,69.0,192.0,0.99573,8.14,0.5,10.2,8,12.8,1.4,3,1,0,0,0,0,1
4447,0.38,8.7,1260,49.0,199.0,0.99711,7.98,0.57,9.4,7,15.0,1.31,3,0,0,0,1,0,1
4448,0.74,1.8,330,33.0,156.0,0.991,8.29,0.52,12.8,8,15.6,1.32,3,0,0,0,1,0,1
4449,0.3,6.5,280,27.0,87.0,0.9936,8.4,0.42,11.4,9,14.0,1.53,3,0,0,0,1,0,1
